tweet_id,tweet_username,tweet_text,id
858031514642251777,vandolismo,"50 mil pessoas marcharam em Belém contra a reforma trabalhista e previdência e a lei da terceirização ,que orgulho estar entre esses números",
858029939253276678,JullianCalumbi,"Mais filha a Reforma da previdência é de Dilma ! E a terceirizacao também! Claro que ela tem que ser Citada , que fez a merda foi ela. pic.twitter.com/IC5IL00QUe",
858028987968303106,AdrianofxnaArea,Marque aqui um amiguinho petista que só é contra a Terceirização e a Reforma da Previdência se for feita pelo... http:// fb.me/6QHoWEZ79,
858024428793475073,filosofocdf,Terceirização . Reforma Trabalhista. Reforma da Previdência . Se for coisa de Deus... Deus não gosta de pobres. #FiosofiaConsc13nciaPolítica,
858023395010674688,robsonpolice,@ggreenwald @PowerUrubu Quando a Dilma e o PT encaminhava o projeto de terceirização e reforma da previdência . https:// twitter.com/stellebl/statu s/858009268548751360 …,
858022945242968066,gilsonlouva,"Abaixo a reforma trabalhista, reforma dá previdência , a terceirização ! pic.twitter.com/uW92IzT7g8",
858017712613855232,anaclara_ac92,Sim! E com 14Milhões de desempregados eles ainda inventaram q era p causa da reforma da previdência e da terceirização . O povo quer trabalho,
858010456086261760,lucasmaia1234,Sou totalmente contrário a essa merda de reforma tanto a do trabalho como da previdência e ainda digo mais contra a da terceirização,
858008647158427649,juliocesarmelo,O que prejudica o trabalhador: • Reforma trabalhista • Reforma da Previdência • Lei da terceirização . Não é a greve. Sem mais.,
858008244320706560,jaoaraujo,"ela n concordava com a reforma da previdência ? nem a terceirização ? ia chegar no mesmo ponto, com ela, com temer",
